start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-29-2022_04-56-43,09-29-2022_04-58-40,PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_82.ini,,-10,64,5.572864322,1109,-11,18,5.211055276,1037,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,56,44,29,2,9,9,3,5,3,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-00-46,09-29-2022_05-02-43,PRIORITY - BOUNDARY,3,experiments/config/bound_run/randomized_config_starting_position_only/config_83.ini,,-9,52,5.909547739,1176,-9,19,4.773869347,950,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,50,41,32,3,9,9,3,5,14,8,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-04-51,09-29-2022_05-06-47,PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config_starting_position_only/config_84.ini,,-8,56,4.763819095,948,-11,18,4.216080402,839,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,66,48,32,1,9,9,3,5,2,0,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-08-54,09-29-2022_05-10-51,PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config_starting_position_only/config_85.ini,,-9,53,5.08040201,1011,-12,18,4.386934673,873,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,59,45,32,2,9,9,3,5,-12,9,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-18-53,09-29-2022_05-20-48,PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config_starting_position_only/config_87.ini,,-9,56,5.185929648,1032,-13,18,3.231155779,643,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,51,60,30,1,9,9,3,5,-6,-2,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-28-52,09-29-2022_05-30-49,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config_starting_position_only/config_89.ini,,-10,73,7.829145729,1558,-8,17,5.025125628,1000,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,53,39,33,4,9,9,3,5,-10,-6,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_05-44-46,09-29-2022_05-46-43,PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_92.ini,,-10,52,5.195979899,1034,-11,17,4.738693467,943,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,60,47,29,2,9,9,3,5,3,7,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_06-06-34,09-29-2022_06-08-30,PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config_starting_position_only/config_96.ini,,-9,48,5.804020101,1155,-12,17,5.879396985,1170,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,60,35,31,2,9,9,3,5,0,20,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_06-22-30,09-29-2022_06-24-26,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config_starting_position_only/config_99.ini,,-9,64,5.798994975,1154,-8,18,4.492462312,894,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,62,47,31,2,9,9,3,5,5,-9,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_06-26-35,09-29-2022_06-28-30,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config_starting_position_only/config_100.ini,,-8,79,8.120603015,1616,-34,19,-2.125628141,-423,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,67,59,30,1,9,9,3,5,-19,-11,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-29-2022_06-48-22,09-29-2022_06-50-24,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config_starting_position_only/config_104.ini,,-8,50,6.727272727,1332,-2,29,13.33333333,2640,0.385333333,0.9516,40.49320443,4.373880778,-2.11E-15,0.859257989,10.31109587,0.991587361,-1.42E-14,0.08263228,0.991587361,15,12,3,80,48,29,33,2,9,9,3,5,16,20,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-29-2022_07-33-59,09-29-2022_07-36-03,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_112.ini,,-8,56,5.808080808,1150,-12,29,13.00505051,2575,0.443166667,1.011555556,43.81041301,5.032465112,-1.78E-15,2.046550446,30.69825669,3.965918375,-3.38E-14,0.290265385,4.353980782,18,15,3,83.33333333,60,40,35,1,9,9,3,5,-6,-2,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-29-2022_08-43-19,09-29-2022_08-45-20,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config_starting_position_only/config_124.ini,,-8,63,5.848484848,1158,-10,28,12.44444444,2464,0.396,0.969,40.86687307,4.155694704,0,1.338206676,12.04386009,0,-1.78E-15,-1.97E-16,-1.78E-15,11,9,2,81.81818182,61,43,30,3,9,9,3,5,5,-9,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-29-2022_08-53-22,09-29-2022_08-55-27,WEAKENING - PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config_starting_position_only/config_126.ini,,-8,48,6.111111111,1210,-5,29,12.91414141,2557,0.433133333,1.020333333,42.45017968,4.146709901,-3.73E-14,1.03702877,13.48137401,0,-6.75E-14,-8.34E-15,-1.08E-13,15,13,2,86.66666667,48,50,32,2,9,9,3,5,-12,17,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-29-2022_09-09-25,09-29-2022_09-11-28,WEAKENING - PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config_starting_position_only/config_129.ini,,-9,50,6.434343434,1274,-2,28,13.97979798,2768,0.412375,0.9896875,41.66719293,3.400268009,0,0.643138477,9.003938683,0.20570662,-8.88E-16,0.01469333,0.20570662,16,14,2,87.5,46,38,14,3,9,9,3,5,16,20,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-30-2022_03-24-47,09-30-2022_03-26-49,WEAKENING - PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config_starting_position_only/config_10.ini,,-9,64,7.246231156,1442,-33,18,1.386934673,276,0.288045455,0.864045455,33.33684044,5.65665854,0,2.881267261,51.8628107,14.1313259,0,5.405692348,97.30246227,22,18,4,81.81818182,53,42,29,3,9,9,3,5,-12,9,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_03-29-00,09-30-2022_03-31-02,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config_starting_position_only/config_11.ini,,-8,66,5.170854271,1029,-19,16,2.587939698,515,0.28515,0.8599,33.16083265,6.757844498,0,2.491041742,39.85666787,10.64946595,0,2.522761886,40.36419018,20,16,4,80,59,43,30,2,9,9,3,5,-3,-20,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_04-14-39,09-30-2022_04-16-44,WEAKENING - PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config_starting_position_only/config_20.ini,,-9,67,5.417085427,1078,-23,15,0.371859296,74,0.313925926,0.886555556,35.40961691,6.104573438,0,2.070897612,47.63064507,15.20626792,0,5.696130363,131.0109984,27,23,4,85.18518519,48,40,31,3,9,9,3,5,12,-18,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_04-24-48,09-30-2022_04-26-50,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_22.ini,,-9,60,6.502512563,1294,-17,16,3.256281407,648,0.3655,0.9355,39.07001603,6.308830107,0,2.769851114,36.00806448,8.412472072,0,1.664799868,21.64239828,14,13,1,92.85714286,54,35,33,3,9,9,3,5,-9,-7,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_04-52-42,09-30-2022_04-54-43,WEAKENING - PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config_starting_position_only/config_27.ini,,-9,59,5.165829146,1028,-20,15,1.944723618,387,0.337071429,0.911357143,36.98565718,5.028853055,0,2.293690376,29.81797489,16.30124114,0,2.943160648,38.26108843,14,13,1,92.85714286,57,41,33,1,9,9,3,5,13,-3,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_04-56-55,09-30-2022_04-58-58,WEAKENING - PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config_starting_position_only/config_28.ini,,-10,67,5.010050251,997,-25,18,1.753768844,349,0.33175,0.9029,36.74271791,4.491033222,0,1.780606664,33.83152662,11.0853634,0,3.288497121,62.4814453,20,19,1,95,53,45,30,1,9,9,3,5,-4,-15,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_05-01-07,09-30-2022_05-03-06,WEAKENING - PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config_starting_position_only/config_29.ini,,-10,49,5.944723618,1183,-14,18,4.582914573,912,0.34175,0.912875,37.43666986,4.666873307,0,2.445356772,19.56285417,10.14188628,0,2.035351825,16.2828146,8,8,0,100,57,31,32,3,9,9,3,5,16,20,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_05-05-17,09-30-2022_05-07-19,WEAKENING - PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_32.ini,,-8,63,5.055276382,1006,-17,17,3.005025126,598,0.3786875,0.9506875,39.83301558,5.575398998,0,3.03729922,48.59678752,13.28937926,0,4.150254213,66.40406741,16,16,0,100,56,40,11,2,9,9,3,5,3,-12,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_05-39-01,09-30-2022_05-41-04,WEAKENING - PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config_starting_position_only/config_42.ini,,-9,51,5.72361809,1139,-20,16,1.899497487,378,0.3075,0.878363636,35.00827986,4.951173492,0,2.58788113,56.93338486,15.57254442,0,2.784544637,61.25998202,22,22,0,100,47,37,29,4,9,9,3,5,3,7,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_05-55-06,09-30-2022_05-57-08,WEAKENING - PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config_starting_position_only/config_45.ini,,-8,67,5.326633166,1060,-23,16,1.748743719,348,0.343444444,0.908944444,37.78497647,6.922714001,0,2.453466882,39.25547011,15.95957506,0,3.917031812,62.67250899,18,16,2,88.88888889,52,50,25,1,9,9,3,5,12,-18,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_06-05-15,09-30-2022_06-07-14,WEAKENING - PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config_starting_position_only/config_47.ini,,-10,60,5.969849246,1188,-10,16,3.899497487,776,0.337181818,0.904727273,37.26889068,2.958925873,0,2.026989221,16.21591377,3.389633962,0,1.143284536,9.146276285,11,8,3,72.72727273,58,31,31,3,9,9,3,5,-9,-7,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_06-15-22,09-30-2022_06-17-29,WEAKENING - PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config_starting_position_only/config_49.ini,,-7,62,5.135678392,1022,-16,16,2.753768844,548,0.342793103,0.91837931,37.32587392,6.045172279,0,2.446573323,70.95062637,9.769737757,0,2.37246841,68.8015839,29,29,0,100,49,32,33,2,9,9,3,5,5,-9,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_06-25-34,09-30-2022_06-27-31,PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config_starting_position_only/config_51.ini,,-9,50,5.552763819,1105,-20,19,2.175879397,433,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,40,31,2,9,9,3,5,-12,17,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_07-17-03,09-30-2022_07-18-58,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config_starting_position_only/config_60.ini,,-10,52,5.603015075,1115,-24,18,1.72361809,343,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,73,44,14,1,9,9,3,5,-12,9,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_07-21-08,09-30-2022_07-23-04,PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config_starting_position_only/config_61.ini,,-10,66,5.226130653,1040,-21,17,0.075376884,15,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,49,30,1,9,9,3,5,-3,-20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_07-31-10,09-30-2022_07-33-07,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config_starting_position_only/config_63.ini,,-9,66,3.748743719,746,-37,17,0.442211055,88,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,84,53,31,1,9,9,3,5,20,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_07-53-04,09-30-2022_07-55-00,PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config_starting_position_only/config_67.ini,,-9,51,6.221105528,1238,-22,19,0.492462312,98,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,63,56,29,5,9,9,3,5,3,7,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_08-09-04,09-30-2022_08-11-00,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config_starting_position_only/config_70.ini,,-9,66,4.718592965,939,-20,18,0.296482412,59,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,77,46,28,3,9,9,3,5,12,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_08-13-10,09-30-2022_08-15-07,PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config_starting_position_only/config_71.ini,,-9,47,5.934673367,1181,-16,17,2.592964824,516,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,66,41,34,2,9,9,3,5,0,20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_09-10-35,09-30-2022_09-12-31,PRIORITY - BOUNDARY,1,experiments/config/bound_run/randomized_config_starting_position_only/config_81.ini,,-8,51,5.829145729,1160,-11,19,5.211055276,1037,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,56,43,27,4,9,9,3,5,-5,10,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_09-26-32,09-30-2022_09-28-29,PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config_starting_position_only/config_84.ini,,-10,56,5.984924623,1191,-10,18,4.713567839,938,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,54,50,31,3,9,9,3,5,2,0,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_09-30-41,09-30-2022_09-32-37,PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config_starting_position_only/config_85.ini,,-10,53,6.467336683,1287,-12,18,4.502512563,896,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,49,47,31,3,9,9,3,5,-12,9,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-30-2022_09-40-45,09-30-2022_09-42-41,PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config_starting_position_only/config_87.ini,,-10,59,5.628140704,1120,-7,17,5.025125628,1000,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,60,37,33,3,9,9,3,5,-6,-2,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
