start_time,finish_time,experiment_item,weak,method,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_average_robustness_minus5,runaway_average_robustness_normalized,runaway_average_robustness_minus5_normalized,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_average_robustness_normalized,boundary_cumulative_robustness,average_robustness_sum_normalized,average_robustness_sum,average_robustness_sum_minus5,average_robustness_sum_minus5_normalized,min_robustness_sum,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-27-2022_16-10-01,09-27-2022_16-12-04,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,0,experiments/config/bound_run/randomized_config/config_30.ini,,-10,37,11.94472362,6.94472362,0.343506787,0.856206089,2377,-24,17,-1.286432161,0.500674715,-256,0.844181502,10.65829146,5.658291459,1.356880804,-34,0.310947368,0.887421053,35.03944013,5.134527784,0,1.702602281,27.2416365,8.659043968,0,2.36146101,37.78337616,19,16,3,84.21052632,9,87,30,10,14,9,11,12,-15,14,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-14-17,09-27-2022_16-16-20,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,1,experiments/config/bound_run/randomized_config/config_31.ini,,-8,53,6.879396985,1.879396985,0.260147927,0.384074941,1369,-23,19,1.165829146,0.567412179,232,0.827560106,8.045226131,3.045226131,0.95148712,-31,0.332166667,0.908555556,36.55986303,5.588180717,0,1.213934774,20.63689117,10.48792394,0,2.464146697,41.89049385,18,17,1,94.44444444,41,44,30,3,13,9,3,5,-1,5,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_02-56-34,09-26-2022_02-58-38,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,2,experiments/config/bound_run/randomized_config/config_32.ini,,-9,58,5.331658291,0.331658291,0.234677164,0.239812646,1061,-17,16,0.708542714,0.554967283,141,0.789644447,6.040201005,1.040201005,0.794779929,-26,0.267586207,0.842827586,31.74862941,6.088943429,0,2.787063534,64.10246128,11.74607611,0,2.18495911,50.25405954,29,23,6,79.31034483,29,60,24,4,10,9,6,9,-7,-14,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-18-35,09-27-2022_16-20-35,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,3,experiments/config/bound_run/randomized_config/config_33.ini,,-10,61,6.005025126,1.005025126,0.2457586,0.302576112,1195,-13,19,3.83919598,0.640166955,764,0.885925555,9.844221106,4.844221106,0.942743067,-23,0.326,0.895636364,36.39870077,5.048530867,0,1.807005203,18.07005203,6.237404826,0,1.053624745,10.53624745,11,10,1,90.90909091,48,46,35,3,12,9,5,6,11,-18,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-22-51,09-27-2022_16-24-50,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,4,experiments/config/bound_run/randomized_config/config_34.ini,,-8,62,9.271356784,4.271356784,0.299511833,0.607025761,1845,-19,19,4.703517588,0.663689176,936,0.963201009,13.97487437,8.974874372,1.270714937,-27,0.321857143,0.890571429,36.14051973,1.732351613,0,0.603364041,3.620184244,6.831809625,0,1.881064313,11.28638588,7,6,1,85.71428571,46,40,29,2,14,9,2,4,3,0,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-27-06,09-27-2022_16-29-08,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,5,experiments/config/bound_run/randomized_config/config_35.ini,,-9,33,7.683417085,2.683417085,0.273379492,0.459016393,1529,-18,17,0.994974874,0.562762438,198,0.836141929,8.678391959,3.678391959,1.021778831,-27,0.246333333,0.818722222,30.08753478,4.823976858,0,1.776510449,19.54161494,5.620123382,0,1.658687247,18.24555972,18,11,7,61.11111111,34,71,19,5,14,9,8,13,-3,7,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-43-03,09-27-2022_16-45-04,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,6,experiments/config/bound_run/randomized_config/config_36.ini,,-9,41,9.979899497,4.979899497,0.31117215,0.673067915,1986,-20,17,0.522613065,0.54990727,104,0.86107942,10.50251256,5.502512562,1.222975185,-29,0.273823529,0.842705882,32.4933687,5.027246381,0,1.696321996,23.74850794,12.26296994,0,2.236023552,31.30432973,17,14,3,82.35294118,25,80,37,5,14,9,11,12,-16,-15,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-47-20,09-27-2022_16-49-18,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,7,experiments/config/bound_run/randomized_config/config_37.ini,,-8,33,6.015075377,1.015075377,0.245923994,0.30351288,1197,-8,18,4.467336683,0.657261593,889,0.903185587,10.48241206,5.48241206,0.960774473,-16,0.258428571,0.830857143,31.10385144,3.104082506,0,0.961036708,3.844146831,1.188897993,0,0.297224498,1.188897993,7,4,3,57.14285714,48,45,37,4,12,9,6,11,13,-4,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_16-51-36,09-27-2022_16-53-38,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,8,experiments/config/bound_run/randomized_config/config_38.ini,,-9,52,3.542713568,-1.457286432,0.205236932,0.073067916,705,-23,19,3.095477387,0.619926905,616,0.825163837,6.638190955,1.638190955,0.692994821,-32,0.271,0.840941176,32.22579743,6.083121092,0,3.391742518,37.3091677,6.377606641,0,2.739688427,30.13657269,17,11,6,64.70588235,64,44,37,1,9,9,3,7,9,-12,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-11-05,09-27-2022_19-13-07,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,9,experiments/config/bound_run/randomized_config/config_39.ini,,-9,72,5.507537688,0.507537688,0.237571569,0.256206089,1096,-12,18,3.949748744,0.643175611,786,0.88074718,9.457286432,4.457286432,0.8993817,-21,0.3450625,0.912,37.83580044,5.082037447,0,2.269568649,36.31309838,7.859311548,0,1.987882073,31.80611318,16,16,0,100,61,25,31,2,8,9,3,4,10,-14,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-15-20,09-27-2022_19-17-20,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,0,experiments/config/bound_run/randomized_config/config_40.ini,,-9,70,6.653266332,1.653266332,0.256426549,0.362997658,1324,-12,18,3.653266332,0.635106943,727,0.891533492,10.30653266,5.306532664,0.998104601,-21,0.290363636,0.856545455,33.89938442,3.866531906,0,1.942046918,17.47842226,8.618172823,0,2.536472566,22.8282531,11,9,2,81.81818182,63,31,30,1,8,9,2,4,4,-15,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-19-31,09-27-2022_19-21-30,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,1,experiments/config/bound_run/randomized_config/config_41.ini,,-8,76,12.98492462,7.98492462,0.360625124,0.953161592,2584,-10,16,3.959798995,0.643449126,788,1.00407425,16.94472362,11.94472362,1.596610718,-18,0.2975,0.867375,34.29889033,6.808891265,0,1.868653793,14.94923034,6.209592299,0,1.395175571,11.16140456,8,8,0,100,69,13,25,1,4,9,1,2,5,-10,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-11-15,09-26-2022_04-13-22,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,2,experiments/config/bound_run/randomized_config/config_42.ini,,-9,32,2.75879397,-2.24120603,0.192336156,0,549,-26,17,-0.663316583,0.517632595,-132,0.709968751,2.095477387,-2.904522613,0.517632595,-35,0.282,0.856051282,32.94195172,5.57076335,0,3.056324251,88.63340329,15.6104996,0,4.037718605,117.0938396,39,29,10,74.35897436,42,60,24,4,10,9,4,9,11,19,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-23-43,09-27-2022_19-25-44,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,3,experiments/config/bound_run/randomized_config/config_43.ini,,-10,41,7.251256281,2.251256281,0.266267526,0.418735363,1443,-21,16,1.281407035,0.570557592,255,0.836825118,8.532663316,3.532663316,0.989292955,-31,0.258111111,0.830166667,31.09148096,4.5701313,0,2.62257839,36.71609746,13.48573142,0,2.426826577,33.97557208,18,14,4,77.77777778,33,66,40,6,12,9,8,11,-5,-15,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-23-51,09-26-2022_04-25-56,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,4,experiments/config/bound_run/randomized_config/config_44.ini,,-8,56,5.814070352,0.814070352,0.242616103,0.284777517,1157,-19,17,3.793969849,0.638936141,755,0.881552245,9.608040201,4.608040201,0.923713658,-27,0.351714286,0.928428571,37.88275119,7.303255641,0,3.19416594,63.88331879,15.068856,0,3.686145597,73.72291193,21,20,1,95.23809524,64,31,21,2,6,9,2,4,0,11,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-34-37,09-27-2022_19-37-03,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,6,experiments/config/bound_run/randomized_config/config_46.ini,,-9,76,6.331658291,1.331658291,0.251133923,0.333021077,1260,-6,18,1.251256281,0.56973705,249,0.820870973,7.582914572,2.582914572,0.902758127,-15,0.375407895,0.951736842,39.44450589,6.863452047,1.980045588,6.453551291,451.7485903,5.34420768,0,4.332359593,303.2651715,76,70,6,92.10526316,42,30,38,1,5,9,1,3,-5,-15,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-39-13,09-27-2022_19-41-12,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,7,experiments/config/bound_run/randomized_config/config_47.ini,,-9,37,8.165829146,3.165829146,0.281318431,0.503981264,1625,-10,18,1.346733668,0.572335434,268,0.853653865,9.512562814,4.512562814,1.076316698,-19,0.243857143,0.810142857,30.10051137,4.789873183,0,1.157415767,13.8889892,3.496622904,0,0.469072173,5.62886608,14,12,2,85.71428571,27,73,34,5,14,9,10,11,-2,3,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-51-59,09-26-2022_04-53-58,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,8,experiments/config/bound_run/randomized_config/config_48.ini,,-8,70,12.85929648,7.85929648,0.358557692,0.94145199,2559,-11,19,5.331658291,0.680783814,1061,1.039341505,18.19095477,13.19095477,1.622235804,-19,0.365428571,0.941428571,38.81638847,3.211565414,0,0.978828986,6.8518029,4.788411696,0,1.288696242,9.020873696,7,7,0,100,43,26,20,1,11,9,2,3,-15,-2,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-43-25,09-27-2022_19-45-29,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,9,experiments/config/bound_run/randomized_config/config_49.ini,,-9,51,3.658291457,-1.341708543,0.207138969,0.083840749,728,-20,19,1.346733668,0.572335434,268,0.779474404,5.005025125,0.005025125,0.656176183,-29,0.280857143,0.857464286,32.75438377,4.950488454,0,2.353825755,51.78416661,14.40489323,0,4.480149168,98.5632817,28,22,6,78.57142857,40,60,37,2,10,9,5,8,7,-20,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_05-04-31,09-26-2022_05-06-31,WEAKENING - PRIORITY - BOUNDARY,TRUE,weakening,0,experiments/config/bound_run/randomized_config/config_50.ini,,-9,41,7.226130653,2.226130653,0.265854039,0.416393442,1438,-15,17,1.743718593,0.583139245,347,0.848993285,8.969849246,3.969849246,0.999532687,-24,0.290272727,0.86,33.75264271,4.257830427,0,1.774734678,17.74734678,5.570656333,0,0.910090939,9.100909391,11,10,1,90.90909091,39,69,29,4,13,9,8,10,6,-18,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_05-09-17,09-26-2022_05-11-13,PRIORITY - RUNAWAY,FALSE,priority,1,experiments/config/bound_run/randomized_config/config_51.ini,,-10,63,5.557788945,0.557788945,0.238398542,0.26088993,1106,-36,15,-2.417085427,0.469904368,-481,0.70830291,3.140703518,-1.859296482,0.730794298,-46,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,75,61,26,2,10,9,3,8,-5,-13,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-04-43,09-27-2022_20-06-39,PRIORITY - RUNAWAY,FALSE,priority,2,experiments/config/bound_run/randomized_config/config_52.ini,,-9,59,3.718592965,-1.281407035,0.208131337,0.089461358,740,-33,13,-4.603015075,0.41041503,-916,0.618546367,-0.88442211,-5.88442211,0.499876388,-42,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,83,63,32,1,7,9,4,6,20,-9,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_19-54-20,09-27-2022_19-56-16,PRIORITY - RUNAWAY,FALSE,priority,3,experiments/config/bound_run/randomized_config/config_53.ini,,-10,42,5.145728643,0.145728643,0.231617365,0.222482435,1024,-74,19,-11.15075377,0.232220531,-2219,0.463837895,-6.005025127,-11.00502513,0.454702966,-84,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,84,60,30,2,8,9,6,7,-7,17,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-53-16,09-27-2022_20-55-12,PRIORITY - RUNAWAY,FALSE,priority,4,experiments/config/bound_run/randomized_config/config_54.ini,,-10,38,6.849246231,1.849246231,0.259651743,0.381264637,1363,-66,18,-5.442211055,0.387576594,-1083,0.647228338,1.407035176,-3.592964824,0.768841231,-76,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,56,70,29,6,14,9,9,11,0,-19,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-22-25,09-27-2022_20-24-21,PRIORITY - RUNAWAY,FALSE,priority,5,experiments/config/bound_run/randomized_config/config_55.ini,,-9,37,11.22110553,6.22110553,0.331598378,0.788758782,2233,-22,16,-1.175879397,0.503683371,-234,0.835281749,10.04522613,5.045226133,1.292442153,-31,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,37,80,29,10,14,9,11,12,-15,14,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-32-19,09-27-2022_20-34-15,PRIORITY - RUNAWAY,FALSE,priority,7,experiments/config/bound_run/randomized_config/config_57.ini,,-10,59,5.718592965,0.718592965,0.241044855,0.27587822,1138,-71,16,-5.618090452,0.382790096,-1118,0.623834951,0.100502513,-4.899497487,0.658668316,-81,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,58,64,32,5,10,9,6,9,-7,-14,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-36-21,09-27-2022_20-38-17,PRIORITY - RUNAWAY,FALSE,priority,8,experiments/config/bound_run/randomized_config/config_58.ini,,-8,62,5.286432161,0.286432161,0.233932889,0.23559719,1052,-27,17,0.603015075,0.552095384,120,0.786028273,5.889447236,0.889447236,0.787692574,-35,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,57,62,27,7,12,9,5,6,11,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-40-22,09-27-2022_20-42-18,PRIORITY - RUNAWAY,FALSE,priority,1,experiments/config/bound_run/randomized_config/config_61.ini,,-9,47,10.2160804,5.2160804,0.315058922,0.695081967,2033,-19,11,-2.246231156,0.474554109,-447,0.789613031,7.969849244,2.969849244,1.169636076,-28,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,34,87,31,10,14,9,11,12,-16,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_20-44-22,09-27-2022_20-46-18,PRIORITY - RUNAWAY,FALSE,priority,4,experiments/config/bound_run/randomized_config/config_64.ini,,-9,72,6.155778894,1.155778894,0.248239518,0.316627634,1225,-20,18,1.502512563,0.576574905,299,0.824814423,7.658291457,2.658291457,0.893202539,-29,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,74,42,29,1,8,9,3,4,10,-14,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-02-39,09-27-2022_21-04-35,PRIORITY - RUNAWAY,FALSE,priority,6,experiments/config/bound_run/randomized_config/config_56.ini,,-8,53,6.457286432,1.457286432,0.253201355,0.344730679,1285,-14,19,3.366834171,0.627311788,670,0.880513143,9.824120603,4.824120603,0.972042467,-22,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,67,45,30,1,13,9,3,5,-1,5,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-06-36,09-27-2022_21-08-33,PRIORITY - RUNAWAY,FALSE,priority,5,experiments/config/bound_run/randomized_config/config_65.ini,,-10,71,6.010050251,1.010050251,0.245841297,0.303044496,1196,-15,18,3.663316583,0.635380457,729,0.881221754,9.673366834,4.673366834,0.938424953,-25,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,77,33,28,1,8,9,2,4,4,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-10-34,09-27-2022_21-12-31,PRIORITY - RUNAWAY,FALSE,priority,6,experiments/config/bound_run/randomized_config/config_66.ini,,-6,76,13.01507538,8.01507538,0.361121308,0.955971897,2590,-6,18,3.271356784,0.624713403,651,0.985834711,16.28643216,11.28643216,1.5806853,-12,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,73,19,21,2,4,9,1,2,5,-10,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
